pair,vol_regime,shock_side,shock_level,shock_quantile,threshold_pct,horizon_bars,horizon_hours,count,vol20_mean_pct,current_return_mean_pct,future_return_mean_pct,mr_return_mean_pct,mr_return_median_pct,mr_return_std_pct,mr_return_t_stat,mr_win_rate_pct
AUDJPY,Q5_high,upper,2_5pct,0.0250000000,0.5719696291,6,24,101,0.5288569696,0.8961687884,0.1055288301,-0.1055288301,-0.0753771665,0.8933703773,-1.1871354189,47.5247524752
AUDJPY,Q5_high,upper,2_5pct,0.0250000000,0.5719696291,12,48,101,0.5288569696,0.8961687884,0.0630886413,-0.0630886413,-0.0929281732,1.1857319895,-0.5347186413,44.5544554455
AUDJPY,Q1_low,lower,2_5pct,0.0250000000,-0.6171351700,1,4,0,,,,,,,,
AUDJPY,Q1_low,lower,2_5pct,0.0250000000,-0.6171351700,3,12,0,,,,,,,,
AUDJPY,Q1_low,lower,2_5pct,0.0250000000,-0.6171351700,6,24,0,,,,,,,,
AUDJPY,Q1_low,lower,2_5pct,0.0250000000,-0.6171351700,12,48,0,,,,,,,,
AUDJPY,Q2_lower,lower,2_5pct,0.0250000000,-0.6171351700,1,4,7,0.2127077162,-0.6829098536,0.1209492577,0.1209492577,0.1088220653,0.3072590362,1.0414719159,57.1428571429
AUDJPY,Q2_lower,lower,2_5pct,0.0250000000,-0.6171351700,3,12,7,0.2127077162,-0.6829098536,0.2006891934,0.2006891934,0.0859565867,0.3892183074,1.3642053480,57.1428571429
AUDJPY,Q2_lower,lower,2_5pct,0.0250000000,-0.6171351700,6,24,7,0.2127077162,-0.6829098536,0.0138379264,0.0138379264,-0.0321721942,0.7371228744,0.0496683974,42.8571428571
AUDJPY,Q2_lower,lower,2_5pct,0.0250000000,-0.6171351700,12,48,7,0.2127077162,-0.6829098536,0.2778775086,0.2778775086,0.3811264401,0.7546708709,0.9741926065,71.4285714286
AUDJPY,Q3_mid,lower,2_5pct,0.0250000000,-0.6171351700,1,4,17,0.2502373258,-0.7425039717,-0.0102233731,-0.0102233731,0.0669982245,0.3367313870,-0.1251800356,58.8235294118
AUDJPY,Q3_mid,lower,2_5pct,0.0250000000,-0.6171351700,3,12,17,0.2502373258,-0.7425039717,-0.0170743978,-0.0170743978,0.0934114844,0.6443958101,-0.1092489188,52.9411764706
AUDJPY,Q3_mid,lower,2_5pct,0.0250000000,-0.6171351700,6,24,17,0.2502373258,-0.7425039717,0.2051858633,0.2051858633,0.2729582523,0.9927043758,0.8522204676,64.7058823529
AUDJPY,Q3_mid,lower,2_5pct,0.0250000000,-0.6171351700,12,48,17,0.2502373258,-0.7425039717,0.2538984027,0.2538984027,0.1836038091,1.0385429560,1.0079986837,52.9411764706
AUDJPY,Q4_higher,lower,2_5pct,0.0250000000,-0.6171351700,1,4,35,0.3044854696,-0.7675237131,0.0251056469,0.0251056469,0.0103102350,0.3453046765,0.4301332135,54.2857142857
AUDJPY,Q4_higher,lower,2_5pct,0.0250000000,-0.6171351700,3,12,35,0.3044854696,-0.7675237131,-0.0102970552,-0.0102970552,0.0247206833,0.5555494782,-0.1096539597,51.4285714286
AUDJPY,Q4_higher,lower,2_5pct,0.0250000000,-0.6171351700,6,24,35,0.3044854696,-0.7675237131,0.1221323506,0.1221323506,0.1592503654,0.6914972508,1.0448989194,62.8571428571
AUDJPY,Q4_higher,lower,2_5pct,0.0250000000,-0.6171351700,12,48,35,0.3044854696,-0.7675237131,0.0896350578,0.0896350578,0.1249942056,0.9345273547,0.5674399476,54.2857142857
AUDJPY,Q5_high,lower,2_5pct,0.0250000000,-0.6171351700,1,4,111,0.5021541176,-1.0127698674,0.0359863772,0.0359863772,0.0216260638,0.4990800809,0.7596777043,51.3513513514
AUDJPY,Q5_high,lower,2_5pct,0.0250000000,-0.6171351700,3,12,111,0.5021541176,-1.0127698674,0.0816759727,0.0816759727,0.1442271720,0.9007038146,0.9553748460,60.3603603604
AUDJPY,Q5_high,lower,2_5pct,0.0250000000,-0.6171351700,6,24,111,0.5021541176,-1.0127698674,0.1427234420,0.1427234420,0.1743075507,1.1852460481,1.2686688725,55.8558558559
AUDJPY,Q5_high,lower,2_5pct,0.0250000000,-0.6171351700,12,48,111,0.5021541176,-1.0127698674,0.2985305725,0.2985305725,0.2466224139,1.3269601442,2.3702405536,59.4594594595
AUDJPY,Q1_low,upper,1pct,0.0100000000,0.7608491184,1,4,0,,,,,,,,
AUDJPY,Q1_low,upper,1pct,0.0100000000,0.7608491184,3,12,0,,,,,,,,
AUDJPY,Q1_low,upper,1pct,0.0100000000,0.7608491184,6,24,0,,,,,,,,
AUDJPY,Q1_low,upper,1pct,0.0100000000,0.7608491184,12,48,0,,,,,,,,
AUDJPY,Q2_lower,upper,1pct,0.0100000000,0.7608491184,1,4,1,0.2144127268,0.8395493580,0.4067647053,-0.4067647053,-0.4067647053,,,0.0000000000
AUDJPY,Q2_lower,upper,1pct,0.0100000000,0.7608491184,3,12,1,0.2144127268,0.8395493580,0.6027933737,-0.6027933737,-0.6027933737,,,0.0000000000
AUDJPY,Q2_lower,upper,1pct,0.0100000000,0.7608491184,6,24,1,0.2144127268,0.8395493580,0.6494102820,-0.6494102820,-0.6494102820,,,0.0000000000
AUDJPY,Q2_lower,upper,1pct,0.0100000000,0.7608491184,12,48,1,0.2144127268,0.8395493580,1.6110701273,-1.6110701273,-1.6110701273,,,0.0000000000
AUDJPY,Q3_mid,upper,1pct,0.0100000000,0.7608491184,1,4,3,0.2586184113,0.7892619253,0.1154500201,-0.1154500201,-0.0200612985,0.2118282748,-0.9439972108,33.3333333333
AUDJPY,Q3_mid,upper,1pct,0.0100000000,0.7608491184,3,12,3,0.2586184113,0.7892619253,0.5603553046,-0.5603553046,-0.8581527624,0.5690233546,-1.7056661208,33.3333333333
AUDJPY,Q3_mid,upper,1pct,0.0100000000,0.7608491184,6,24,3,0.2586184113,0.7892619253,0.0828297348,-0.0828297348,-0.6654434074,1.1948400044,-0.1200707279,33.3333333333
AUDJPY,Q3_mid,upper,1pct,0.0100000000,0.7608491184,12,48,3,0.2586184113,0.7892619253,0.1281476233,-0.1281476233,-0.0207402185,1.3675501811,-0.1623035100,33.3333333333
AUDJPY,Q4_higher,upper,1pct,0.0100000000,0.7608491184,1,4,16,0.3100572223,0.8937547864,-0.2492462151,0.2492462151,0.0933051846,0.9398585898,1.0607817721,68.7500000000
AUDJPY,Q4_higher,upper,1pct,0.0100000000,0.7608491184,3,12,16,0.3100572223,0.8937547864,-0.0951939062,0.0951939062,-0.0304842114,0.9290240543,0.4098662710,43.7500000000
AUDJPY,Q4_higher,upper,1pct,0.0100000000,0.7608491184,6,24,16,0.3100572223,0.8937547864,-0.2174643399,0.2174643399,0.0426857986,1.1454529210,0.7594003591,50.0000000000
AUDJPY,Q4_higher,upper,1pct,0.0100000000,0.7608491184,12,48,16,0.3100572223,0.8937547864,-0.6199572854,0.6199572854,0.4642824513,1.0855271236,2.2844469637,75.0000000000
AUDJPY,Q5_high,upper,1pct,0.0100000000,0.7608491184,1,4,49,0.5429916283,1.1619617719,-0.0430715352,0.0430715352,-0.0223760130,0.3638961866,0.8285350537,46.9387755102
AUDJPY,Q5_high,upper,1pct,0.0100000000,0.7608491184,3,12,49,0.5429916283,1.1619617719,-0.0019837739,0.0019837739,0.0445896940,0.8045443953,0.0172599766,51.0204081633
AUDJPY,Q5_high,upper,1pct,0.0100000000,0.7608491184,6,24,49,0.5429916283,1.1619617719,0.0860398049,-0.0860398049,0.0216687333,0.9808388597,-0.6140444257,51.0204081633
AUDJPY,Q5_high,upper,1pct,0.0100000000,0.7608491184,12,48,49,0.5429916283,1.1619617719,0.0009957809,-0.0009957809,-0.0929281732,1.0789607245,-0.0064603520,44.8979591837
AUDJPY,Q1_low,lower,1pct,0.0100000000,-0.8377828918,1,4,0,,,,,,,,
AUDJPY,Q1_low,lower,1pct,0.0100000000,-0.8377828918,3,12,0,,,,,,,,
AUDJPY,Q1_low,lower,1pct,0.0100000000,-0.8377828918,6,24,0,,,,,,,,
AUDJPY,Q1_low,lower,1pct,0.0100000000,-0.8377828918,12,48,0,,,,,,,,
AUDJPY,Q2_lower,lower,1pct,0.0100000000,-0.8377828918,1,4,0,,,,,,,,
AUDJPY,Q2_lower,lower,1pct,0.0100000000,-0.8377828918,3,12,0,,,,,,,,
AUDJPY,Q2_lower,lower,1pct,0.0100000000,-0.8377828918,6,24,0,,,,,,,,
AUDJPY,Q2_lower,lower,1pct,0.0100000000,-0.8377828918,12,48,0,,,,,,,,
AUDJPY,Q3_mid,lower,1pct,0.0100000000,-0.8377828918,1,4,3,0.2517159200,-0.9285165484,-0.1501595798,-0.1501595798,-0.2707283864,0.2339908158,-1.1115138022,33.3333333333
AUDJPY,Q3_mid,lower,1pct,0.0100000000,-0.8377828918,3,12,3,0.2517159200,-0.9285165484,-0.1173680077,-0.1173680077,0.1616902368,0.4972998058,-0.4087822883,66.6666666667
AUDJPY,Q3_mid,lower,1pct,0.0100000000,-0.8377828918,6,24,3,0.2517159200,-0.9285165484,0.0638179583,0.0638179583,0.2327512015,0.4806870950,0.2299540539,66.6666666667
AUDJPY,Q3_mid,lower,1pct,0.0100000000,-0.8377828918,12,48,3,0.2517159200,-0.9285165484,-0.1771297432,-0.1771297432,-0.3332178712,0.3593101849,-0.8538519853,33.3333333333
AUDJPY,Q4_higher,lower,1pct,0.0100000000,-0.8377828918,1,4,9,0.3001415244,-0.9425043624,-0.0571225993,-0.0571225993,0.0103102350,0.4400702631,-0.3894100838,66.6666666667
AUDJPY,Q4_higher,lower,1pct,0.0100000000,-0.8377828918,3,12,9,0.3001415244,-0.9425043624,-0.0205311384,-0.0205311384,-0.0237175754,0.5847928245,-0.1053251899,44.4444444444
AUDJPY,Q4_higher,lower,1pct,0.0100000000,-0.8377828918,6,24,9,0.3001415244,-0.9425043624,0.0525085925,0.0525085925,0.1090259448,0.6410424600,0.2457337653,55.5555555556
AUDJPY,Q4_higher,lower,1pct,0.0100000000,-0.8377828918,12,48,9,0.3001415244,-0.9425043624,0.3437518536,0.3437518536,0.2735919935,0.8472329663,1.2172042422,66.6666666667
AUDJPY,Q5_high,lower,1pct,0.0100000000,-0.8377828918,1,4,57,0.5189808061,-1.2971649413,0.0429249619,0.0429249619,0.0032187287,0.5456496614,0.5939275303,50.8771929825
AUDJPY,Q5_high,lower,1pct,0.0100000000,-0.8377828918,3,12,57,0.5189808061,-1.2971649413,0.1843120814,0.1843120814,0.1801639979,1.0733733503,1.2964041811,63.1578947368
AUDJPY,Q5_high,lower,1pct,0.0100000000,-0.8377828918,6,24,57,0.5189808061,-1.2971649413,0.1840827746,0.1840827746,0.1541621491,1.4925726662,0.9311402400,54.3859649123
AUDJPY,Q5_high,lower,1pct,0.0100000000,-0.8377828918,12,48,57,0.5189808061,-1.2971649413,0.4218329475,0.4218329475,0.2886364460,1.5287003116,2.0833180241,63.1578947368
