event_def,horizon,risk_env,period,group,n,mean_ret_pct,median_ret_pct,win_rate_pct,profit_factor,t_stat,mean_mae_pct,worst_mae_pct,mean_mfe_pct,best_mfe_pct,maxdd_pct
rolling_2sigma,24h,broad_3of4_5d_up,post_btc_etf,all_funding_covered_crashes,91,0.4050635645655716,0.28981994350858675,52.74725274725275,1.403971072248585,1.192736073965877,-3.0677412423294337,-16.987413450951745,2.649489429701732,16.15690254573776,-23.46088384307431
rolling_2sigma,24h,broad_3of4_5d_up,post_btc_etf,funding_low_x_risk_on,8,1.5169539619592507,1.168611007334897,75.0,9.213215478826335,2.1505351386839733,-1.4086153527621037,-4.028193299101428,3.139356509980988,5.442578403566576,-1.4667112077532019
rolling_2sigma,24h,broad_3of4_5d_up,post_btc_etf,funding_high_x_risk_off,16,0.17473052630524927,0.06606779983475466,50.0,1.1369970654174846,0.20623973707603427,-3.9298440188769117,-11.103966775930456,2.7362816207331773,6.5803068683350565,-9.397810414459718
rolling_2sigma,48h,nasdaq_5d_up,all,all_funding_covered_crashes,201,0.6032707567317701,0.851294676860646,61.19402985074627,1.3675304301406208,1.6473624609131836,-4.715645132126101,-36.61731954434463,4.154930341539808,16.54069379542192,-42.4412787279136
rolling_2sigma,48h,nasdaq_5d_up,all,funding_low_x_risk_on,15,1.1150338183645592,2.4163826851824357,73.33333333333333,2.0725232571152747,1.24091919157581,-3.249251657414053,-9.425650229529623,4.928247841935166,14.586244152905872,-6.1805780215122175
rolling_2sigma,48h,nasdaq_5d_up,all,funding_high_x_risk_off,26,-0.10019422569395425,0.2541551473493718,53.84615384615385,0.9351024308803354,-0.1377282019547979,-5.346878973084372,-13.62172455334398,3.202774091806835,6.997349780838566,-18.776553699945588
rolling_2sigma,48h,nasdaq_5d_up,2020_plus,all_funding_covered_crashes,201,0.6032707567317701,0.851294676860646,61.19402985074627,1.3675304301406208,1.6473624609131836,-4.715645132126101,-36.61731954434463,4.154930341539808,16.54069379542192,-42.4412787279136
rolling_2sigma,48h,nasdaq_5d_up,2020_plus,funding_low_x_risk_on,15,1.1150338183645592,2.4163826851824357,73.33333333333333,2.0725232571152747,1.24091919157581,-3.249251657414053,-9.425650229529623,4.928247841935166,14.586244152905872,-6.1805780215122175
rolling_2sigma,48h,nasdaq_5d_up,2020_plus,funding_high_x_risk_off,26,-0.10019422569395425,0.2541551473493718,53.84615384615385,0.9351024308803354,-0.1377282019547979,-5.346878973084372,-13.62172455334398,3.202774091806835,6.997349780838566,-18.776553699945588
rolling_2sigma,48h,nasdaq_5d_up,2021_plus,all_funding_covered_crashes,193,0.44450982930873867,0.7449270572031328,59.58549222797927,1.260030115973738,1.1941923977479465,-4.790294056242209,-36.61731954434463,4.066105172340797,16.54069379542192,-42.44127872791358
rolling_2sigma,48h,nasdaq_5d_up,2021_plus,funding_low_x_risk_on,15,1.1150338183645592,2.4163826851824357,73.33333333333333,2.0725232571152747,1.24091919157581,-3.249251657414053,-9.425650229529623,4.928247841935166,14.586244152905872,-6.1805780215122175
rolling_2sigma,48h,nasdaq_5d_up,2021_plus,funding_high_x_risk_off,25,-0.11653531907100005,0.19997718596654768,52.0,0.9274211693884538,-0.1539452505609801,-5.43084590983791,-13.62172455334398,3.2285184907009814,6.997349780838566,-18.776553699945588
rolling_2sigma,48h,nasdaq_5d_up,2022_rate_hike,all_funding_covered_crashes,33,-1.1230150324174923,1.1827252674730024,57.57575757575758,0.62623843687118,-0.9273290971708742,-6.467719552889969,-25.785250679330478,4.104271845410241,13.370013590182026,-42.4412787279136
rolling_2sigma,48h,nasdaq_5d_up,2022_rate_hike,funding_low_x_risk_on,4,-0.7888502599226043,-0.08521416425371865,50.0,0.5054098098203921,-0.46772092145342087,-4.244678372819709,-6.559521512482477,3.842069916971813,10.59305729548261,-0.9737025288755419
rolling_2sigma,48h,nasdaq_5d_up,2022_rate_hike,funding_high_x_risk_off,0,,,,,,,,,,
rolling_2sigma,48h,nasdaq_5d_up,2023_plus,all_funding_covered_crashes,128,0.45757584905121995,0.5945693535241451,59.375,1.3338419596610585,1.2041105748577627,-3.7926314153118077,-24.800118946067222,3.477836862446925,16.54069379542192,-27.89261853840157
rolling_2sigma,48h,nasdaq_5d_up,2023_plus,funding_low_x_risk_on,9,2.4161002099250055,3.2930033846548095,88.88888888888889,7.327470840088306,2.889663573644515,-1.4646813229558842,-4.037484630176246,3.995180881457721,6.946730523974145,-3.37820669219423
rolling_2sigma,48h,nasdaq_5d_up,2023_plus,funding_high_x_risk_off,22,-0.4445929470672126,-0.5133948628799427,50.0,0.7416630120117852,-0.5586803994393267,-5.1341805304041355,-12.257577792119946,2.984550841342073,6.997349780838566,-18.776553699945588
rolling_2sigma,48h,nasdaq_5d_up,post_btc_etf,all_funding_covered_crashes,91,0.1727167587311603,0.297765022035631,56.043956043956044,1.1042162915427784,0.36665962176884787,-4.366870032555275,-24.800118946067222,3.568309848671472,16.15690254573776,-27.89261853840156
rolling_2sigma,48h,nasdaq_5d_up,post_btc_etf,funding_low_x_risk_on,8,2.5879692644055963,3.5419709428837027,87.5,7.024510991649079,2.789291317284704,-1.5022155658341092,-4.037484630176246,4.316460844534784,6.946730523974145,-3.378206692194219
