candidate_id,candidate_label,source_phase,symbol,shock_side,shock_level,direction,vol_regime_filter,threshold_pct,horizon_bars,horizon_hours,signal_timestamp,entry_timestamp,exit_timestamp,signal_return_pct,vol_regime,vol20_pct,signal_close,entry_open,exit_close,forward_low,forward_high,entry_gap_pct,close_to_close_return_pct,next_open_return_pct,mae_pct,mfe_pct
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-10-25 04:00,2020-10-25 08:00,2020-10-27 04:00,-2.0383082291,Q2_lower,0.8299023378,13027.2400000000,13027.2400000000,13144.5800000000,12765.0000000000,13238.8100000000,0.0000000000,0.8966956539,0.8966956539,-2.0335499127,1.6110117495
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-10-28 08:00,2020-10-28 12:00,2020-10-30 08:00,-2.5650433257,Q4_higher,1.1124621417,13318.3300000000,13318.3300000000,13347.7900000000,12888.0000000000,13669.9800000000,0.0000000000,0.2209546195,0.2209546195,-3.2844636002,2.6060905800
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-11-02 08:00,2020-11-02 12:00,2020-11-04 08:00,-2.4965956308,Q3_mid,1.0968117136,13402.1800000000,13402.1800000000,13720.9900000000,13195.0500000000,14066.1100000000,0.0000000000,2.3509396837,2.3509396837,-1.5575621030,4.8350977839
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-11-04 04:00,2020-11-04 08:00,2020-11-06 04:00,-2.1606071700,Q4_higher,1.1056025278,13600.4600000000,13600.4600000000,15733.3000000000,13569.5100000000,15960.0000000000,0.0000000000,14.5675869578,14.5675869578,-0.2278251569,15.9981976322
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-11-07 16:00,2020-11-07 20:00,2020-11-09 16:00,-4.6329624755,Q5_high,1.6832935128,14643.5200000000,14643.5200000000,15360.0000000000,14344.2200000000,15840.0000000000,0.0000000000,4.7768810928,4.7768810928,-2.0650843183,7.8540469595
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-11-09 12:00,2020-11-09 16:00,2020-11-11 12:00,-5.2046995362,Q5_high,1.9278088722,15000.9600000000,15000.9600000000,15667.2700000000,14805.5400000000,15718.9100000000,0.0000000000,4.3459623884,4.3459623884,-1.3112764002,4.6750247120
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-11-18 12:00,2020-11-18 16:00,2020-11-20 12:00,-2.0824102809,Q4_higher,1.1620208383,17873.8800000000,17873.8900000000,18668.5600000000,17335.6500000000,18739.9000000000,0.0000559475,4.3500396221,4.3499836745,-3.0575913921,4.7313951867
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-11-22 08:00,2020-11-22 12:00,2020-11-24 08:00,-3.3559342250,Q4_higher,1.2267980163,17887.8200000000,17891.7600000000,19064.9900000000,17820.0000000000,19100.0000000000,0.0220237354,6.3733634478,6.3513397124,-0.4018849622,6.5348063388
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-11-26 00:00,2020-11-26 04:00,2020-11-28 00:00,-4.3182306260,Q5_high,1.6311077348,17927.9800000000,17927.9800000000,16990.2700000000,16188.0000000000,18100.0000000000,0.0000000000,-5.3721793666,-5.3721793666,-10.2092393911,0.9549317347
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-11-26 08:00,2020-11-26 12:00,2020-11-28 08:00,-2.9950481614,Q5_high,1.7738829006,17100.0000000000,17100.0000000000,17160.2900000000,16188.0000000000,17457.6200000000,0.0000000000,0.3519530175,0.3519530175,-5.4808236495,2.0697766042
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-11-26 16:00,2020-11-26 20:00,2020-11-28 16:00,-2.3237801011,Q5_high,1.8009910164,16516.8700000000,16516.8600000000,17814.5000000000,16438.0800000000,17840.0000000000,-0.0000605442,7.5630449598,7.5631055040,-0.4781082901,7.7061449764
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-04 08:00,2020-12-04 12:00,2020-12-06 08:00,-2.3648700455,Q4_higher,1.1602330561,18833.2500000000,18834.4800000000,19089.1600000000,18500.0000000000,19342.0000000000,0.0065307891,1.3496709978,1.3431402088,-1.7918500502,2.6589664708
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-04 20:00,2020-12-05 00:00,2020-12-06 20:00,-2.0601297719,Q4_higher,1.2397567625,18650.5200000000,18650.5100000000,19359.4000000000,18500.0000000000,19420.0000000000,-0.0000536178,3.7304061894,3.7304598072,-0.8102759476,4.0429971303
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-08 08:00,2020-12-08 12:00,2020-12-10 08:00,-2.0057623735,Q2_lower,0.8052504587,18762.9600000000,18762.9500000000,18192.4900000000,17650.0000000000,18974.8300000000,-0.0000532965,-3.0875842086,-3.0875309121,-6.1148397303,1.1229183402
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-08 20:00,2020-12-09 00:00,2020-12-10 20:00,-2.5412569352,Q3_mid,0.9507937345,18324.1100000000,18324.1100000000,18254.6300000000,17650.0000000000,18639.5700000000,0.0000000000,-0.3798932580,-0.3798932580,-3.7481895683,1.7069061259
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-09 04:00,2020-12-09 08:00,2020-12-11 04:00,-2.0757104001,Q3_mid,1.0306122934,17924.0700000000,17924.0600000000,17811.9500000000,17650.0000000000,18639.5700000000,-0.0000557909,-0.6274921935,-0.6274364026,-1.5408161006,3.9142795936
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-20 00:00,2020-12-20 04:00,2020-12-22 00:00,-2.0146928617,Q5_high,1.5998118914,23346.4800000000,23346.2500000000,22851.2000000000,21815.0000000000,24295.0000000000,-0.0009851641,-2.1442590914,-2.1432739273,-6.7838565070,3.9834196212
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-20 20:00,2020-12-21 00:00,2020-12-22 20:00,-2.0027040273,Q4_higher,1.3094112489,23455.5200000000,23455.5400000000,23810.7900000000,21815.0000000000,24102.7700000000,0.0000852677,1.5032977637,1.5032124960,-7.2508907749,2.7220057326
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-21 08:00,2020-12-21 12:00,2020-12-23 08:00,-5.7243537416,Q5_high,1.8621404284,22645.8500000000,22646.7000000000,23064.0100000000,21815.0000000000,24050.0000000000,0.0037533767,1.8296781729,1.8259247962,-3.7416339375,6.0120850602
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-23 08:00,2020-12-23 12:00,2020-12-25 08:00,-2.1095709057,Q5_high,1.7666764732,23064.0100000000,23064.0100000000,24574.4000000000,22600.0000000000,24681.0000000000,0.0000000000,6.3431856767,6.3431856767,-2.0323487634,6.7760322943
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-25 12:00,2020-12-25 16:00,2020-12-27 12:00,-2.2604884807,Q5_high,1.5382165650,24025.1300000000,24025.1300000000,27359.6200000000,23987.1600000000,28422.0000000000,0.0000000000,12.9967837897,12.9967837897,-0.1581678688,16.8063127298
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-27 20:00,2020-12-28 00:00,2020-12-29 20:00,-2.9985757744,Q5_high,1.8538376383,26281.6600000000,26281.5400000000,27385.0000000000,25880.0000000000,27500.0000000000,-0.0004565932,4.1124060709,4.1128626641,-1.5396321962,4.5319213077
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-29 00:00,2020-12-29 04:00,2020-12-31 00:00,-2.3721681839,Q5_high,1.8161799442,26444.6000000000,26445.5000000000,29024.0000000000,25880.0000000000,29300.0000000000,0.0034032834,9.3071095262,9.3037062428,-2.1615541872,10.2501504518
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2020-12-30 08:00,2020-12-30 12:00,2021-01-01 08:00,-1.9486457881,Q5_high,1.8579698147,27838.8200000000,27836.9500000000,29313.4900000000,27577.0000000000,29470.0000000000,-0.0067174644,5.1616370113,5.1683544756,-0.9382182892,5.7008521883
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-02 20:00,2021-01-03 00:00,2021-01-04 20:00,-2.6038219759,Q5_high,1.8780106696,32178.3300000000,32176.4500000000,31988.7100000000,28130.0000000000,34778.1100000000,-0.0058426118,-0.5910216584,-0.5851790465,-13.4398196010,7.7753347362
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-03 12:00,2021-01-03 16:00,2021-01-05 12:00,-2.6706769757,Q5_high,2.3051869791,33506.6200000000,33505.1500000000,32099.9800000000,28130.0000000000,33861.9200000000,-0.0043872890,-4.2887624166,-4.2843751276,-17.4862535857,1.0591920814
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-03 16:00,2021-01-03 20:00,2021-01-05 16:00,-2.2162131080,Q5_high,2.3728584895,32772.2100000000,32775.1000000000,33697.7500000000,28130.0000000000,34187.0900000000,0.0088180583,2.7850169383,2.7761988800,-15.2832458249,4.2179006672
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-04 04:00,2021-01-04 08:00,2021-01-06 04:00,-4.3814614646,Q5_high,2.6263327384,32068.8400000000,32068.8400000000,34676.4000000000,28130.0000000000,35766.5800000000,0.0000000000,7.8174498121,7.8174498121,-13.1048219673,10.9129095678
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-04 08:00,2021-01-04 12:00,2021-01-06 08:00,-4.2220564451,Q5_high,2.8240578713,30743.0600000000,30742.9900000000,34918.5300000000,29900.0000000000,35766.5800000000,-0.0002276939,12.7353356142,12.7355633081,-2.7803520388,15.1351937069
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-05 00:00,2021-01-05 04:00,2021-01-07 00:00,-2.4964933231,Q5_high,2.9584055399,31200.0000000000,31190.0400000000,37454.4800000000,29900.0000000000,37699.0000000000,-0.0319281734,18.2708234161,18.3027515896,-4.2240332685,18.9534755822
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-08 00:00,2021-01-08 04:00,2021-01-10 00:00,-2.7905864552,Q5_high,2.1764524321,38347.1000000000,38347.1100000000,40316.6400000000,37563.9200000000,41950.0000000000,0.0000260776,5.0085381299,5.0085120523,-2.0635151192,8.9799266479
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-10 08:00,2021-01-10 12:00,2021-01-12 08:00,-4.4837914746,Q5_high,2.2828498083,39181.7600000000,39175.0900000000,35410.9900000000,30420.0000000000,40126.0000000000,-0.0170246763,-10.1189108449,-10.1018861686,-25.2940798792,2.3983417635
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-10 16:00,2021-01-10 20:00,2021-01-12 16:00,-5.7453391912,Q5_high,2.5684060548,37456.7700000000,37472.4000000000,34685.1100000000,30420.0000000000,39000.0000000000,0.0417194004,-7.6876979759,-7.7294173763,-20.8504375164,3.9956984134
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-11 00:00,2021-01-11 04:00,2021-01-13 00:00,-7.3735101054,Q5_high,2.9857208839,35438.2300000000,35438.2300000000,33818.5000000000,30420.0000000000,36628.0000000000,0.0000000000,-4.6783190890,-4.6783190890,-15.2690894092,3.3021794322
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-11 04:00,2021-01-11 08:00,2021-01-13 04:00,-3.0451734076,Q5_high,3.0181926782,34375.3400000000,34372.2500000000,34986.9000000000,30420.0000000000,36628.0000000000,-0.0089894060,1.7634258866,1.7724152926,-12.2149265955,6.3563422459
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-11 12:00,2021-01-11 16:00,2021-01-13 12:00,-7.9659529091,Q5_high,3.3580943689,31580.0000000000,31582.8200000000,34673.9000000000,30420.0000000000,36628.0000000000,0.0089293037,9.3463233727,9.3373940690,-3.7513015033,14.8199673381
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-12 08:00,2021-01-12 12:00,2021-01-14 08:00,-2.7920107298,Q5_high,4.0156534946,35410.9900000000,35410.9900000000,38365.8600000000,32380.0000000000,38786.1000000000,0.0000000000,8.0145777706,8.0145777706,-8.9481275687,9.1039711084
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-12 12:00,2021-01-12 16:00,2021-01-14 12:00,-4.5691977039,Q5_high,4.1085684583,33829.4000000000,33829.4000000000,39546.0100000000,32380.0000000000,40100.0000000000,0.0000000000,15.6134557271,15.6134557271,-4.3789298648,17.0046087415
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-15 12:00,2021-01-15 16:00,2021-01-17 12:00,-6.7800609717,Q5_high,2.8472865402,35610.7200000000,35610.7900000000,35728.4700000000,33850.0000000000,37950.0000000000,0.0001965698,0.3301133835,0.3299168137,-5.0709682465,6.3620822018
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-16 16:00,2021-01-16 20:00,2021-01-18 16:00,-2.9406881117,Q5_high,2.6828789292,36376.3900000000,36376.3900000000,35956.1400000000,33850.0000000000,37469.8300000000,0.0000000000,-1.1620075469,-1.1620075469,-7.1980938462,2.9616138012
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-17 04:00,2021-01-17 08:00,2021-01-19 04:00,-3.9930365898,Q5_high,2.5574397494,34760.9000000000,34760.9100000000,37168.8200000000,33850.0000000000,37469.8300000000,0.0000287680,6.6977045882,6.6976758202,-2.6554480213,7.5042596261
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-18 00:00,2021-01-18 04:00,2021-01-20 00:00,-2.0367558959,Q5_high,2.3712868023,35106.2500000000,35108.2700000000,35062.4900000000,34800.0000000000,37850.0000000000,0.0057537957,-0.1247279221,-0.1304817177,-0.8819328475,7.5194264628
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-19 16:00,2021-01-19 20:00,2021-01-21 16:00,-2.8519556110,Q5_high,1.7726854257,36279.8200000000,36281.6600000000,32468.6600000000,31037.0000000000,36777.8800000000,0.0050715614,-11.0986347424,-11.1037063038,-15.6132338278,1.3584198056
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-20 00:00,2021-01-20 04:00,2021-01-22 00:00,-2.3368321962,Q5_high,1.7378250631,35062.4900000000,35062.4900000000,30943.4000000000,28850.0000000000,35939.1200000000,0.0000000000,-12.4972168861,-12.4972168861,-19.5021905124,2.4694497725
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-20 08:00,2021-01-20 12:00,2021-01-22 08:00,-3.5693116583,Q5_high,1.9361049084,34426.1700000000,34426.1700000000,31710.8800000000,28850.0000000000,35670.0000000000,0.0000000000,-8.2157191302,-8.2157191302,-17.6707038011,3.5492968406
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-21 00:00,2021-01-21 04:00,2021-01-23 00:00,-2.5619582550,Q5_high,1.8947046689,34571.0900000000,34572.4200000000,32365.0100000000,28850.0000000000,35019.0100000000,0.0038470711,-6.5939882692,-6.5978353403,-18.0946261422,1.2834802522
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-21 08:00,2021-01-21 12:00,2021-01-23 08:00,-7.2320762665,Q5_high,2.4369677231,32208.6200000000,32206.8900000000,31645.4900000000,28850.0000000000,33826.5300000000,-0.0053713772,-1.7638476202,-1.7584762430,-11.0070411862,4.9065001034
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-21 12:00,2021-01-21 16:00,2021-01-23 12:00,-2.5933041982,Q5_high,2.3574429653,31384.0900000000,31384.1900000000,31877.1000000000,28850.0000000000,33826.5300000000,0.0003186323,1.5586807055,1.5583620732,-8.4194269975,7.4941142921
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-21 20:00,2021-01-22 00:00,2021-01-23 20:00,-5.1134352119,Q5_high,2.7000379439,30850.1300000000,30851.9900000000,32078.0000000000,28850.0000000000,33826.5300000000,0.0060289663,3.9029472634,3.8969182972,-6.7091260989,9.2044151906
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-22 20:00,2021-01-23 00:00,2021-01-24 20:00,-1.9369449087,Q5_high,2.9404697858,32945.1700000000,32950.0000000000,32259.9000000000,30900.0000000000,33456.0000000000,0.0146596481,-2.1019691590,-2.1166288070,-6.4235077045,1.5239881738
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-23 08:00,2021-01-23 12:00,2021-01-25 08:00,-3.9824286947,Q5_high,3.0270697368,31645.4900000000,31643.9000000000,33185.2600000000,30900.0000000000,33797.9600000000,-0.0050245389,4.7510159046,4.7560404435,-2.3789213094,6.5855048641
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-24 12:00,2021-01-24 16:00,2021-01-26 12:00,-2.7052562501,Q5_high,2.8800086311,31957.0500000000,31956.9000000000,31750.2300000000,30837.3700000000,34875.0000000000,-0.0004693811,-0.6492844352,-0.6488150541,-3.5660853748,8.7382120193
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-24 16:00,2021-01-24 20:00,2021-01-26 16:00,-2.0573777936,Q5_high,2.4315220588,31306.2900000000,31306.2900000000,32208.3300000000,30837.3700000000,34875.0000000000,0.0000000000,2.8406078923,2.8406078923,-1.5091769623,10.7951204318
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-25 16:00,2021-01-25 20:00,2021-01-27 16:00,-3.0848838239,Q5_high,2.3865574244,33411.5400000000,33411.5400000000,30740.3300000000,29241.7200000000,33473.9200000000,0.0000000000,-8.3325876039,-8.3325876039,-13.3304892609,0.1865278884
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-25 20:00,2021-01-26 00:00,2021-01-27 20:00,-3.5253081970,Q5_high,2.4768508904,32254.2000000000,32254.1900000000,30366.1500000000,29241.7200000000,32921.8800000000,-0.0000310037,-6.0319766137,-6.0319456100,-9.8051500602,2.0489525036
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-26 00:00,2021-01-26 04:00,2021-01-28 00:00,-2.3068515925,Q5_high,2.3857505883,31518.6600000000,31520.2500000000,31404.2500000000,29241.7200000000,32921.8800000000,0.0050445035,-0.3636517322,-0.3686962357,-7.5033739749,4.3507285889
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-27 00:00,2021-01-27 04:00,2021-01-29 00:00,-2.0754571530,Q5_high,2.1639788983,31800.8600000000,31801.2700000000,33733.5800000000,29241.7200000000,34310.0000000000,0.0012892650,5.9000446966,5.8987554316,-8.3909769415,7.5930630775
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-27 08:00,2021-01-27 12:00,2021-01-29 08:00,-3.5407285359,Q5_high,2.2679493117,30639.0500000000,30635.7400000000,37025.3200000000,29241.7200000000,37990.0000000000,-0.0108037906,18.9326663756,18.9434701662,-4.6570844583,21.5155665936
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-01-29 04:00,2021-01-29 08:00,2021-01-31 04:00,-4.4468888895,Q5_high,1.9936238555,32266.3500000000,32266.3600000000,33607.9800000000,32006.9100000000,38531.9000000000,0.0000309920,4.0738647254,4.0738337333,-0.8073384448,17.7461268209
