group,horizon,method,leverage,one_way_cost_bps,n_trades,n_sims,final_return_median_pct,final_return_q05_pct,final_return_q01_pct,final_return_cvar05_pct,mdd_median_pct,mdd_q05_pct,mdd_q01_pct,conditional_expected_drawdown_5_pct,prob_dd_30_pct,prob_dd_50_pct,prob_halving_pct,prob_ruin_pct,max_losing_streak_median,max_losing_streak_q95
G3_funding_low_x_risk_on,48h,shuffle,1.0,0.0,15,5000,18.20557370711551,18.205573707115462,18.205573707115462,18.20557370711546,-7.646863221832561,-12.693841913801673,-14.43940983435853,-13.640425716438497,0.0,0.0,0.0,0.0,2.0,3.0
G3_funding_low_x_risk_on,48h,iid_bootstrap,1.0,0.0,15,5000,18.932966132358697,-6.035499736912463,-15.53246432620063,-11.575319152808952,-7.177629938825131,-16.87551316020955,-23.48874991547021,-20.49973610985093,0.06,0.0,0.0,0.0,2.0,4.0
G3_funding_low_x_risk_on,48h,block_bootstrap,1.0,0.0,15,5000,18.579504515918764,-10.283103313673191,-18.653554557880692,-15.358692350656387,-8.802902041690286,-18.064868104697496,-22.017020349749878,-20.70193706467659,0.0,0.0,0.0,0.0,2.0,3.0
G3_funding_low_x_risk_on,48h,stationary_bootstrap,1.0,0.0,15,5000,18.20557370711551,-6.077880972185629,-15.080868695623948,-11.389200581423694,-9.690890490771464,-16.523279590555727,-20.83295995977531,-19.12269561125077,0.0,0.0,0.0,0.0,2.0,3.0
G3_funding_low_x_risk_on,48h,regime_aware_bootstrap,1.0,0.0,15,5000,18.64443260957359,-1.6135075501523894,-8.898204461984617,-5.963566918030081,-9.697741068241184,-19.097826534948847,-23.62560515030898,-21.34611111334065,0.0,0.0,0.0,0.0,2.0,4.0
G4_avoid_high_funding_risk_off,24h,original_order,1.0,0.0,175,1,111.31519818685919,111.31519818685919,111.31519818685919,111.31519818685919,-32.981710695390596,-32.981710695390596,-32.981710695390596,-32.981710695390596,100.0,0.0,0.0,0.0,6.0,6.0
G4_avoid_high_funding_risk_off,24h,shuffle,1.0,0.0,175,5000,111.31519818685919,111.31519818685898,111.3151981868589,111.31519818685892,-30.97370232617098,-44.578403342315546,-51.725114237635786,-48.6766119090874,55.7,1.3599999999999999,0.0,0.0,6.0,9.0
G4_avoid_high_funding_risk_off,24h,iid_bootstrap,1.0,0.0,175,5000,111.05841553710135,-13.22499043442557,-43.09873999041166,-30.761844591723904,-31.317772052733716,-52.63951897634536,-62.7167638707626,-58.32334140763537,55.00000000000001,6.84,0.42,0.0,6.0,9.0
G4_avoid_high_funding_risk_off,24h,block_bootstrap,1.0,0.0,175,5000,108.35326817445632,-1.3301339918634323,-27.51215828269975,-16.837350324450846,-28.37346870406507,-46.83289163986666,-54.55054921566264,-51.419489302352375,42.559999999999995,2.48,0.08,0.0,6.0,9.0
G4_avoid_high_funding_risk_off,24h,stationary_bootstrap,1.0,0.0,175,5000,111.54754176699888,-3.808055593309541,-29.78534772161605,-20.520091012224018,-28.542116919201188,-46.894210300578095,-56.05672524205953,-52.51905923060881,43.26,2.96,0.16,0.0,6.0,8.0
