event_def,horizon,risk_env,funding_case,group,cost_bps,n,mean_ret_pct,median_ret_pct,win_rate_pct,profit_factor,t_stat,var_95_pct,es_95_pct,var_99_pct,es_99_pct,mean_mae_pct,worst_mae_pct,mean_mfe_pct,best_mfe_pct,maxdd_pct,is_small_sample,is_very_small_sample,is_mean_broken,is_pf_broken,is_drawdown_severe,fragility_status
rolling_2_5sigma,5d,nasdaq_5d_up,lower_20_or_negative,funding_high_x_risk_off,0.0,21,1.547841317865524,2.8397501634172753,71.42857142857143,1.6500145545629452,0.8818805563830232,-8.991456503904184,-16.08338208779235,-20.338537438125254,-23.17530767168052,-6.539092851751491,-28.05836351820929,7.514283759014355,15.14805576551559,-23.621166293438435,True,False,False,False,True,watch
full_sample_q05,24h,nasdaq_5d_up,lower_20_or_negative,all_funding_covered_crashes,0.0,254,0.11416355817385694,0.36756176397828244,53.54330708661418,1.0714807520065859,0.40847635092825635,-8.164119951116739,-10.906154884569869,-12.677466084512275,-14.803461910927737,-4.205581002779543,-36.61731954434463,3.390597081403199,17.836878322292744,-34.85212321463749,False,False,False,False,True,watch
full_sample_q05,24h,nasdaq_5d_up,lower_20_or_negative,funding_low_x_risk_on,0.0,24,1.0956200571283836,0.6943631409459169,66.66666666666666,2.7431614499680603,1.6968237506399406,-3.6893665499164703,-4.619618349234251,-5.059160100213258,-5.433584554750929,-2.512464766204757,-9.255061723710432,3.8127512197594005,12.309931381976655,-12.39631143520561,True,False,False,False,False,watch
full_sample_q05,24h,nasdaq_5d_up,lower_20_or_negative,funding_high_x_risk_off,0.0,24,-0.5523088491455754,-0.4763367315441608,45.83333333333333,0.7106259525983089,-0.5890202703771377,-5.968369059395309,-11.25243762087066,-13.904239398106782,-16.163181652789405,-4.705852672375659,-19.295000058428933,2.720965215401863,6.898808550413792,-18.75307370280416,True,False,True,True,False,broken
full_sample_q05,48h,nasdaq_5d_up,lower_20_or_negative,all_funding_covered_crashes,0.0,254,0.40340676499296513,0.514502306201261,55.90551181102362,1.2139580000073908,1.1742956370541227,-8.794215993283322,-12.412585868670332,-14.53802896979689,-15.53348909301615,-5.350927939500526,-36.61731954434463,4.536685444190761,23.086132038071813,-38.073185000821894,False,False,False,False,True,watch
full_sample_q05,48h,nasdaq_5d_up,lower_20_or_negative,funding_low_x_risk_on,0.0,24,2.525128031613029,2.619335697797908,70.83333333333334,4.469586313968387,2.9555870435104556,-3.2317100396428473,-4.366242082382815,-4.925203271933419,-5.401355396365415,-3.034518940305371,-9.255061723710432,5.486500776720129,14.40567645033634,-9.841146809938106,True,False,False,False,False,watch
full_sample_q05,48h,nasdaq_5d_up,lower_20_or_negative,funding_high_x_risk_off,0.0,24,-0.11489202520332534,0.2541551473493718,54.166666666666664,0.9250018463828312,-0.15514060606741134,-5.158592373229933,-6.539666778429434,-7.257156077403088,-7.868350665417682,-5.563048888986268,-19.295000058428933,3.304021533467046,6.997349780838566,-13.402225442333627,True,False,True,True,False,broken
full_sample_q05,5d,nasdaq_5d_up,lower_20_or_negative,all_funding_covered_crashes,0.0,254,0.4517637766011389,0.6849203887608583,54.330708661417326,1.1486079070097681,0.8020301357432944,-13.255520425575352,-22.705764466691157,-26.876496691710106,-30.88151974541939,-7.809867680805599,-50.636206449343334,7.089789258159312,31.444205828993194,-85.52851270872013,False,False,False,False,True,watch
full_sample_q05,5d,nasdaq_5d_up,lower_20_or_negative,funding_low_x_risk_on,0.0,24,1.4049450235829106,3.8520130666793313,58.333333333333336,1.7236219545264422,1.0086050814236656,-11.76647222450913,-16.39778694518083,-18.231311048979173,-19.793201952214794,-5.101303132430731,-23.911216879251505,7.572130904370102,14.6506541043189,-17.957437583188806,True,False,False,False,False,watch
full_sample_q05,5d,nasdaq_5d_up,lower_20_or_negative,funding_high_x_risk_off,0.0,24,-0.6778777232827357,1.314884327365929,58.333333333333336,0.7913219881127195,-0.42298795119046434,-12.610520418656352,-18.115624867876278,-20.84785358193057,-23.17530767168052,-7.891301792734516,-28.05836351820929,5.7024618007838,15.14805576551559,-42.48311946089483,True,False,True,True,True,broken
